REGION,Start,End,RSI,CATEGORY,TERM1PCT,TERM2PCT,TERM3PCT,TERM4PCT,AREA0,POP0,AREA1,POP1,AREA2,POP2,AREA3,POP3,AREA4,POP4,STORM_ID,REGION_CODE,YEAR,MONTH
Upper Midwest,1/12/1916,1/16/1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160112_19160116_1,102,1916,1
National,1/6/1916,1/13/1916,0,0,0,0,0,0,1940028,164890350,1108148,61180350,376481,26788850,115031,4946550,38295,1709380,19160106_19160113_1,110,1916,1
Northeast,1/6/1916,1/13/1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160106_19160113_1,101,1916,1
Northern Rockies and Plains,1/6/1916,1/13/1916,1.942,1,0.57,0.2,0.14,0.09,432959,4605150,146206,1462330,26398,185440,3786,19355,643,1625,19160106_19160113_1,105,1916,1
Ohio Valley,1/6/1916,1/13/1916,0.035,0,1,0,0,0,149243,29275295,3209,513695,0,0,0,0,0,0,19160106_19160113_1,103,1916,1
South,1/6/1916,1/13/1916,0.22,0,0.99,0.01,0,0,182532,14104073,19614,1423073,221,1623,0,0,0,0,19160106_19160113_1,106,1916,1
Southeast,1/6/1916,1/13/1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160106_19160113_1,104,1916,1
Upper Midwest,1/6/1916,1/13/1916,1.392,1,0.96,0.04,0,0,248783,23872309,123200,10767209,3315,139809,0,0,0,0,19160106_19160113_1,102,1916,1
National,1/3/1916,1/5/1916,0,0,0,0,0,0,936888,33852027,519872,18353627,143958,8669737,29147,1610687,16260,1018350,19160103_19160105_1,110,1916,1
Northeast,1/3/1916,1/5/1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160103_19160105_1,101,1916,1
Northern Rockies and Plains,1/3/1916,1/5/1916,1.347,1,0.54,0.36,0.09,0.01,305511,2218050,102384,885270,29493,260695,1489,11399,57,276,19160103_19160105_1,105,1916,1
Ohio Valley,1/3/1916,1/5/1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160103_19160105_1,103,1916,1
South,1/3/1916,1/5/1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160103_19160105_1,106,1916,1
Southeast,1/3/1916,1/5/1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160103_19160105_1,104,1916,1
Upper Midwest,1/3/1916,1/5/1916,0.026,0,1,0,0,0,95504,2681753,3911,56483,0,0,0,0,0,0,19160103_19160105_1,102,1916,1
National,12/30/1915,1/3/1916,0,0,0,0,0,0,983593,91318410,616808,45907010,206307,17290010,66635,3720510,26754,1674200,19151230_19160103_1,110,1915,12
Northeast,12/30/1915,1/3/1916,0.445,0,0.99,0.01,0,0,145879,39463329,52739,4472329,336,17859,0,0,0,0,19151230_19160103_1,101,1915,12
Northern Rockies and Plains,12/30/1915,1/3/1916,0.684,0,0.75,0.19,0.06,0,186174,2724227,73151,618997,8927,63349,643,1625,0,0,19151230_19160103_1,105,1915,12
Ohio Valley,12/30/1915,1/3/1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19151230_19160103_1,103,1915,12
South,12/30/1915,1/3/1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19151230_19160103_1,106,1915,12
Southeast,12/30/1915,1/3/1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19151230_19160103_1,104,1915,12
Upper Midwest,12/30/1915,1/3/1916,0.444,0,0.96,0.04,0,0,136981,6946210,58217,1497290,1162,21120,0,0,0,0,19151230_19160103_1,102,1915,12
National,12/10/1915,12/15/1915,0,0,0,0,0,0,1066923,149088450,483642,108016350,122498,38955950,36873,12849650,13886,5494710,19151210_19151215_1,110,1915,12
Northeast,12/10/1915,12/15/1915,6.133,3,0.29,0.24,0.37,0.11,173960,58896221,133434,45826321,50654,20539021,9465,3561821,192,82781,19151210_19151215_1,101,1915,12
Northern Rockies and Plains,12/10/1915,12/15/1915,0.073,0,0.99,0.02,0,0,325634,3790733,11128,77503,48,845,0,0,0,0,19151210_19151215_1,105,1915,12
Ohio Valley,12/10/1915,12/15/1915,0.81,0,0.85,0.11,0.02,0.02,192026,36895730,37411,14265730,5804,362930,297,8337,38,1086,19151210_19151215_1,103,1915,12
South,12/10/1915,12/15/1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19151210_19151215_1,106,1915,12
Southeast,12/10/1915,12/15/1915,2.552,1,0.6,0.34,0.05,0,110736,21831354,77860,14827854,25312,3976554,1374,157074,0,0,19151210_19151215_1,104,1915,12
Upper Midwest,12/10/1915,12/15/1915,0.946,0,0.9,0.09,0.01,0,214543,22859216,71623,7591416,4718,219386,115,3413,0,0,19151210_19151215_1,102,1915,12
National,4/3/1915,4/5/1915,0,0,0,0,0,0,256731,75654652,155768,64998052,62734,43522252,4977,9961152,76,58032,19150403_19150405_1,110,1915,4
Northeast,4/3/1915,4/5/1915,2.158,1,0.57,0.43,0,0,119682,51166922,58438,42657802,12829,20787002,19,16702,0,0,19150403_19150405_1,101,1915,4
Northern Rockies and Plains,4/3/1915,4/5/1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150403_19150405_1,105,1915,4
Ohio Valley,4/3/1915,4/5/1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150403_19150405_1,103,1915,4
South,4/3/1915,4/5/1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150403_19150405_1,106,1915,4
Southeast,4/3/1915,4/5/1915,2.787,1,0.55,0.43,0.01,0,112965,21030504,72305,16030784,29781,6395104,394,43884,0,0,19150403_19150405_1,104,1915,4
Upper Midwest,4/3/1915,4/5/1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150403_19150405_1,102,1915,4
National,3/7/1915,3/10/1915,0,0,0,0,0,0,481759,23452249,227949,9743349,40496,259789,105,826,0,0,19150307_19150310_1,110,1915,3
Northeast,3/7/1915,3/10/1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150307_19150310_1,101,1915,3
Northern Rockies and Plains,3/7/1915,3/10/1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150307_19150310_1,105,1915,3
Ohio Valley,3/7/1915,3/10/1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150307_19150310_1,103,1915,3
South,3/7/1915,3/10/1915,2.415,1,0.59,0.27,0.14,0,271943,19289612,152010,7947812,45224,370512,4420,20944,0,0,19150307_19150310_1,106,1915,3
Southeast,3/7/1915,3/10/1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150307_19150310_1,104,1915,3
Upper Midwest,3/7/1915,3/10/1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150307_19150310_1,102,1915,3
National,3/2/1915,3/8/1915,0,0,0,0,0,0,1572063,159877058,1080711,113395158,473763,50167458,114080,4257058,20488,671948,19150302_19150308_1,110,1915,3
Northeast,3/2/1915,3/8/1915,1.444,1,0.8,0.2,0,0,108093,50980710,71998,34420010,10350,4149510,0,0,0,0,19150302_19150308_1,101,1915,3
Northern Rockies and Plains,3/2/1915,3/8/1915,17.671,4,0.1,0.18,0.64,0.09,330949,3815434,186741,2927171,130715,2393723,57112,1759837,2412,42397,19150302_19150308_1,105,1915,3
Ohio Valley,3/2/1915,3/8/1915,2.147,1,0.4,0.27,0.33,0,290183,46959233,78926,12221133,36066,2694023,7755,847353,0,0,19150302_19150308_1,103,1915,3
South,3/2/1915,3/8/1915,13.934,4,0.08,0.13,0.37,0.42,178236,6283679,137913,5111689,73564,3708229,35451,1970099,9331,127879,19150302_19150308_1,106,1915,3
Southeast,3/2/1915,3/8/1915,1.085,1,0.59,0.41,0.01,0,64742,13107988,33260,5937928,13463,1838918,57,16708,0,0,19150302_19150308_1,104,1915,3
Upper Midwest,3/2/1915,3/8/1915,4.057,2,0.57,0.36,0.07,0,238962,23739326,181129,21593806,64473,6072606,2613,124136,9,286,19150302_19150308_1,102,1915,3
National,1/29/1915,2/3/1915,0,0,0,0,0,0,1989926,178595064,1119095,124465664,313381,25815664,55622,1434164,3613,23464,19150129_19150203_1,110,1915,1
Northeast,1/29/1915,2/3/1915,1.686,1,0.8,0.21,0,0,174161,58902970,94571,36474270,21593,1286370,0,0,0,0,19150129_19150203_1,101,1915,1
Northern Rockies and Plains,1/29/1915,2/3/1915,3.068,2,0.51,0.39,0.09,0.02,354638,4292908,164927,2451348,30012,1177448,1787,37528,38,1817,19150129_19150203_1,105,1915,1
Ohio Valley,1/29/1915,2/3/1915,0.794,0,0.96,0.04,0,0,300581,48371519,60235,12562319,2277,129919,0,0,0,0,19150129_19150203_1,103,1915,1
South,1/29/1915,2/3/1915,0.329,0,0.61,0.39,0,0,199791,8396011,23265,998571,5746,241274,0,0,0,0,19150129_19150203_1,106,1915,1
Southeast,1/29/1915,2/3/1915,0.629,0,0.83,0.17,0,0,65040,11241143,24246,5454373,2143,664783,0,0,0,0,19150129_19150203_1,104,1915,1
Upper Midwest,1/29/1915,2/3/1915,3.454,2,0.42,0.41,0.13,0.04,222961,23545981,132368,11764181,69566,5245541,3978,180131,115,3874,19150129_19150203_1,102,1915,1
National,1/20/1915,1/23/1915,0,0,0,0,0,0,1245143,143720083,679890,82952983,112100,13526679,345,40179,0,0,19150120_19150123_1,110,1915,1
Northeast,1/20/1915,1/23/1915,0.763,0,1,0.01,0,0,169645,57939064,81050,11135364,278,9364,0,0,0,0,19150120_19150123_1,101,1915,1
Northern Rockies and Plains,1/20/1915,1/23/1915,1.998,1,0.67,0.33,0,0,374290,3944407,138105,2164707,19143,613807,0,0,0,0,19150120_19150123_1,105,1915,1
Ohio Valley,1/20/1915,1/23/1915,3.33,2,0.58,0.42,0,0,290789,46515003,159766,30672103,63051,11064603,28,6603,0,0,19150120_19150123_1,103,1915,1
South,1/20/1915,1/23/1915,0.199,0,0.89,0.11,0,0,94072,4397428,19018,963588,1355,23761,0,0,0,0,19150120_19150123_1,106,1915,1
Southeast,1/20/1915,1/23/1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150120_19150123_1,104,1915,1
Upper Midwest,1/20/1915,1/23/1915,0.599,0,0.98,0.02,0,0,169520,18566413,38757,6264113,989,25333,0,0,0,0,19150120_19150123_1,102,1915,1
National,2/24/1914,2/27/1914,0,0,0,0,0,0,361989,46308038,255626,36023538,70143,12205938,3824,561638,0,0,19140224_19140227_1,110,1914,2
Northeast,2/24/1914,2/27/1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19140224_19140227_1,101,1914,2
Northern Rockies and Plains,2/24/1914,2/27/1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19140224_19140227_1,105,1914,2
Ohio Valley,2/24/1914,2/27/1914,0.026,0,1,0,0,0,76995,8818662,2940,268392,0,0,0,0,0,0,19140224_19140227_1,103,1914,2
South,2/24/1914,2/27/1914,0.665,0,0.87,0.13,0,0,78408,6320303,44830,4242373,2594,236713,0,0,0,0,19140224_19140227_1,106,1914,2
Southeast,2/24/1914,2/27/1914,8.031,3,0.41,0.43,0.15,0.01,206970,31200627,185530,28852557,93149,16417457,11214,1516457,307,25377,19140224_19140227_1,104,1914,2
Upper Midwest,2/24/1914,2/27/1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19140224_19140227_1,102,1914,2
National,2/12/1914,2/15/1914,0,0,0,0,0,0,1267935,164578540,659841,115984940,309768,76045940,97733,16685740,27013,3243240,19140212_19140215_1,110,1914,2
Northeast,2/12/1914,2/15/1914,9.875,3,0.23,0.26,0.31,0.21,174200,58903411,167540,57547951,105604,30041351,19344,2678451,864,226531,19140212_19140215_1,101,1914,2
Northern Rockies and Plains,2/12/1914,2/15/1914,0.076,0,1,0,0,0,291624,3399812,11022,89712,0,0,0,0,0,0,19140212_19140215_1,105,1914,2
Ohio Valley,2/12/1914,2/15/1914,6.062,3,0.36,0.37,0.24,0.03,290817,46279735,213745,28664035,110774,16203735,13626,2160935,422,12355,19140212_19140215_1,103,1914,2
South,2/12/1914,2/15/1914,1.85,1,0.33,0.23,0.24,0.2,151347,6565275,65002,3325405,15942,998245,4699,90932,576,8049,19140212_19140215_1,106,1914,2
Southeast,2/12/1914,2/15/1914,3.955,2,0.47,0.37,0.15,0.01,126092,26217851,92073,18396901,38689,7422001,6775,525851,86,1974,19140212_19140215_1,104,1914,2
Upper Midwest,2/12/1914,2/15/1914,0.195,0,0.89,0.11,0,0,113186,15760444,18432,1137444,1470,36424,0,0,0,0,19140212_19140215_1,102,1914,2
National,12/3/1913,12/9/1913,0,0,0,0,0,0,917333,113895800,461750,26464296,168837,7225396,70691,4679046,35508,3841300,19131203_19131209_1,110,1913,12
Northeast,12/3/1913,12/9/1913,0.36,0,0.83,0.17,0,0,156998,50278119,38420,2078819,4103,143609,0,0,0,0,19131203_19131209_1,101,1913,12
Northern Rockies and Plains,12/3/1913,12/9/1913,0.919,0,0.4,0.34,0.27,0,135424,936419,56170,393267,18287,181201,2219,28778,0,0,19131203_19131209_1,105,1913,12
Ohio Valley,12/3/1913,12/9/1913,0.211,0,0.93,0.07,0,0,155028,33630560,16087,3177260,893,68320,0,0,0,0,19131203_19131209_1,103,1913,12
South,12/3/1913,12/9/1913,0.227,0,0.52,0.33,0.15,0,35364,236175,21430,93868,5631,19144,470,1696,0,0,19131203_19131209_1,106,1913,12
Southeast,12/3/1913,12/9/1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19131203_19131209_1,104,1913,12
Upper Midwest,12/3/1913,12/9/1913,0.102,0,0.96,0.04,0,0,114646,15289139,10128,668539,67,29146,0,0,0,0,19131203_19131209_1,102,1913,12
National,11/7/1913,11/11/1913,0,0,0,0,0,0,473831,82844070,226498,39493170,92294,17196470,41390,8315040,12185,3587680,19131107_19131111_1,110,1913,11
Northeast,11/7/1913,11/11/1913,0.521,0,0.48,0.45,0.08,0,102971,17802885,23900,4577885,9629,2724275,201,53705,0,0,19131107_19131111_1,101,1913,11
Northern Rockies and Plains,11/7/1913,11/11/1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19131107_19131111_1,105,1913,11
Ohio Valley,11/7/1913,11/11/1913,16.092,4,0.06,0.09,0.23,0.62,191758,38586390,77937,15367990,57035,12585260,31367,6201310,11608,3435920,19131107_19131111_1,103,1913,11
South,11/7/1913,11/11/1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19131107_19131111_1,106,1913,11
Southeast,11/7/1913,11/11/1913,0.615,0,0.52,0.24,0.18,0.06,56208,7619212,20507,2279052,4901,526092,1258,102503,115,7390,19131107_19131111_1,104,1913,11
Upper Midwest,11/7/1913,11/11/1913,1,1,0.79,0.2,0.01,0,121854,18665944,49683,8664944,12329,483254,163,1302,0,0,19131107_19131111_1,102,1913,11
National,2/23/1913,3/1/1913,0,0,0,0,0,0,1514571,158357016,801144,70500016,204836,14022816,20382,1014816,720,36629,19130223_19130301_1,110,1913,2
Northeast,2/23/1913,3/1/1913,0.461,0,0.99,0.01,0,0,166608,53331488,53614,4992588,288,35658,0,0,0,0,19130223_19130301_1,101,1913,2
Northern Rockies and Plains,2/23/1913,3/1/1913,0.532,0,0.81,0.15,0.04,0,194448,2826153,56420,568813,6409,23666,413,857,0,0,19130223_19130301_1,105,1913,2
Ohio Valley,2/23/1913,3/1/1913,1.499,1,0.6,0.4,0,0,193593,36156010,67625,15356610,18182,6456980,0,0,0,0,19130223_19130301_1,103,1913,2
South,2/23/1913,3/1/1913,0.375,0,0.9,0.1,0,0,154365,6325956,42341,1465416,2431,34866,0,0,0,0,19130223_19130301_1,106,1913,2
Southeast,2/23/1913,3/1/1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19130223_19130301_1,104,1913,2
Upper Midwest,2/23/1913,3/1/1913,0.798,0,0.96,0.04,0,0,158641,21874915,34605,9862815,1345,155485,0,0,0,0,19130223_19130301_1,102,1913,2
National,1/17/1913,1/21/1913,0,0,0,0,0,0,1180338,94553796,495933,24242100,181196,11747100,41793,3800770,7149,1485720,19130117_19130121_1,110,1913,1
Northeast,1/17/1913,1/21/1913,0.001,0,1,0,0,0,95167,14417321,76,14321,0,0,0,0,0,0,19130117_19130121_1,101,1913,1
Northern Rockies and Plains,1/17/1913,1/21/1913,0.539,0,0.7,0.15,0.09,0.06,256836,3139895,55055,442625,5141,39531,759,2808,115,399,19130117_19130121_1,105,1913,1
Ohio Valley,1/17/1913,1/21/1913,0.008,0,1,0,0,0,198427,36052907,288,185907,0,0,0,0,0,0,19130117_19130121_1,103,1913,1
South,1/17/1913,1/21/1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19130117_19130121_1,106,1913,1
Southeast,1/17/1913,1/21/1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19130117_19130121_1,104,1913,1
Upper Midwest,1/17/1913,1/21/1913,0.034,0,1,0,0,0,74025,13234613,2037,390413,0,0,0,0,0,0,19130117_19130121_1,102,1913,1
National,1/6/1913,1/12/1913,0,0,0,0,0,0,1289326,105366151,744139,47004851,200175,16852551,20997,3813851,2671,724281,19130106_19130112_1,110,1913,1
Northeast,1/6/1913,1/12/1913,0.046,0,1,0,0,0,107727,13356426,6188,224226,0,0,0,0,0,0,19130106_19130112_1,101,1913,1
Northern Rockies and Plains,1/6/1913,1/12/1913,0.402,0,0.76,0.23,0.01,0,159035,1224139,45166,351914,6131,44639,67,341,0,0,19130106_19130112_1,105,1913,1
Ohio Valley,1/6/1913,1/12/1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19130106_19130112_1,103,1913,1
South,1/6/1913,1/12/1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19130106_19130112_1,106,1913,1
Southeast,1/6/1913,1/12/1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19130106_19130112_1,104,1913,1
Upper Midwest,1/6/1913,1/12/1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19130106_19130112_1,102,1913,1
National,3/19/1912,3/22/1912,0,0,0,0,0,0,1274948,127417046,736058,79687046,145543,11902646,2008,205346,0,0,19120319_19120322_1,110,1912,3
Northeast,3/19/1912,3/22/1912,0.709,0,1,0,0,0,144784,53168550,70527,12102850,115,10850,0,0,0,0,19120319_19120322_1,101,1912,3
Northern Rockies and Plains,3/19/1912,3/22/1912,2.62,1,0.62,0.38,0.01,0,405445,4208882,166396,2629282,39458,786592,211,1223,0,0,19120319_19120322_1,105,1912,3
Ohio Valley,3/19/1912,3/22/1912,0.601,0,0.87,0.13,0,0,119288,27031800,28195,10878800,2565,820100,0,0,0,0,19120319_19120322_1,103,1912,3
South,3/19/1912,3/22/1912,0.01,0,1,0,0,0,44686,672609,1681,12588,0,0,0,0,0,0,19120319_19120322_1,106,1912,3
Southeast,3/19/1912,3/22/1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19120319_19120322_1,104,1912,3
Upper Midwest,3/19/1912,3/22/1912,2.051,1,0.71,0.29,0,0,200195,22943730,113734,13769680,29656,2162480,0,0,0,0,19120319_19120322_1,102,1912,3
National,2/19/1912,2/23/1912,0,0,0,0,0,0,1227890,148179012,689000,79372212,200224,26233612,40794,5204412,1989,650962,19120219_19120223_1,110,1912,2
Northeast,2/19/1912,2/23/1912,0.537,0,0.87,0.13,0,0,162582,50417587,53268,5566187,4574,234787,0,0,0,0,19120219_19120223_1,101,1912,2
Northern Rockies and Plains,2/19/1912,2/23/1912,0.315,0,0.84,0.16,0,0,130321,1899032,41005,280672,3978,18551,0,0,0,0,19120219_19120223_1,105,1912,2
Ohio Valley,2/19/1912,2/23/1912,9.004,3,0.2,0.24,0.38,0.18,293767,48580616,151299,29187116,107968,14992716,34038,4613716,1624,599226,19120219_19120223_1,103,1912,2
South,2/19/1912,2/23/1912,3.786,2,0.39,0.3,0.21,0.1,283571,17884391,170644,7432091,48328,2346451,4977,323181,278,16023,19120219_19120223_1,106,1912,2
Southeast,2/19/1912,2/23/1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19120219_19120223_1,104,1912,2
Upper Midwest,2/19/1912,2/23/1912,2.208,1,0.35,0.35,0.1,0.2,79734,14802375,39353,9319765,22871,4359145,1278,176505,182,24551,19120219_19120223_1,102,1912,2
National,1/5/1912,1/10/1912,0,0,0,0,0,0,1710417,175232704,808338,84286400,258192,13139400,62782,4124680,18893,1386380,19120105_19120110_1,110,1912,1
Northeast,1/5/1912,1/10/1912,0.554,0,0.9,0.06,0.04,0,171192,58392027,59389,5255427,2046,84637,182,7475,0,0,19120105_19120110_1,101,1912,1
Northern Rockies and Plains,1/5/1912,1/10/1912,1.279,1,0.58,0.32,0.1,0,303454,3690969,105844,887509,25283,225125,1383,13020,0,0,19120105_19120110_1,105,1912,1
Ohio Valley,1/5/1912,1/10/1912,0.188,0,1,0,0,0,298428,47856640,10426,3873840,0,0,0,0,0,0,19120105_19120110_1,103,1912,1
South,1/5/1912,1/10/1912,0.047,0,1,0,0,0,158170,6235731,6505,169651,0,0,0,0,0,0,19120105_19120110_1,106,1912,1
Southeast,1/5/1912,1/10/1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19120105_19120110_1,104,1912,1
Upper Midwest,1/5/1912,1/10/1912,1.115,1,0.87,0.12,0.02,0,194467,22769086,56160,11211186,3488,767286,57,18579,0,0,19120105_19120110_1,102,1912,1
National,2/16/1910,2/18/1910,0,0,0,0,0,0,852320,138231019,498537,77415319,245362,34244819,50212,11344219,595,109219,19100216_19100218_1,110,1910,2
Northeast,2/16/1910,2/18/1910,1.292,1,0.8,0.2,0,0,161236,50813830,112119,14359030,13771,1980930,0,0,0,0,19100216_19100218_1,101,1910,2
Northern Rockies and Plains,2/16/1910,2/18/1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19100216_19100218_1,105,1910,2
Ohio Valley,2/16/1910,2/18/1910,11.339,4,0.17,0.26,0.54,0.04,287752,43553129,174911,27215429,131781,22786719,46743,10890119,595,109219,19100216_19100218_1,103,1910,2
South,2/16/1910,2/18/1910,2.979,1,0.7,0.3,0,0,346969,30611800,165090,14978200,26956,2458500,0,0,0,0,19100216_19100218_1,106,1910,2
Southeast,2/16/1910,2/18/1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19100216_19100218_1,104,1910,2
Upper Midwest,2/16/1910,2/18/1910,0.009,0,1,0,0,0,23169,8424438,374,112748,0,0,0,0,0,0,19100216_19100218_1,102,1910,2
National,2/10/1910,2/13/1910,0,0,0,0,0,0,755720,154558838,495760,111557638,285599,56763838,43456,6417838,1210,153408,19100210_19100213_1,110,1910,2
Northeast,2/10/1910,2/13/1910,3.297,2,0.63,0.35,0.03,0,173249,58894184,159516,51153114,57131,9578914,653,80234,0,0,19100210_19100213_1,101,1910,2
Northern Rockies and Plains,2/10/1910,2/13/1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19100210_19100213_1,105,1910,2
Ohio Valley,2/10/1910,2/13/1910,5.317,2,0.31,0.47,0.21,0.01,240893,44820277,149329,24340477,117020,19134497,13386,1062097,105,2917,19100210_19100213_1,103,1910,2
South,2/10/1910,2/13/1910,0.665,0,0.8,0.2,0,0,131849,8976779,54459,3084449,4718,320869,0,0,0,0,19100210_19100213_1,106,1910,2
Southeast,2/10/1910,2/13/1910,2.375,1,0.62,0.35,0.04,0,121297,26083343,75525,13796243,27609,3012743,912,92663,0,0,19100210_19100213_1,104,1910,2
Upper Midwest,2/10/1910,2/13/1910,0.228,0,1,0,0,0,86269,14053880,7015,3286380,0,0,0,0,0,0,19100210_19100213_1,102,1910,2
National,1/12/1910,1/15/1910,0,0,0,0,0,0,651326,120594072,399429,99731872,197533,69559472,16500,15341972,461,164472,19100112_19100115_1,110,1910,1
Northeast,1/12/1910,1/15/1910,3.287,2,0.52,0.46,0.01,0.01,141238,57793029,104239,52689719,33952,28583719,201,44819,9,2656,19100112_19100115_1,101,1910,1
Northern Rockies and Plains,1/12/1910,1/15/1910,1.069,1,0.66,0.27,0.07,0,171481,2578305,53912,1346305,7841,272965,595,9199,0,0,19100112_19100115_1,105,1910,1
Ohio Valley,1/12/1910,1/15/1910,1.676,1,0.48,0.47,0.06,0,153299,32014168,42236,16768668,21334,8746118,989,126978,0,0,19100112_19100115_1,103,1910,1
South,1/12/1910,1/15/1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19100112_19100115_1,106,1910,1
Southeast,1/12/1910,1/15/1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19100112_19100115_1,104,1910,1
Upper Midwest,1/12/1910,1/15/1910,3.219,2,0.52,0.47,0.01,0,161063,22071137,123113,16910397,47761,8141647,345,13697,0,0,19100112_19100115_1,102,1910,1
National,12/23/1909,12/27/1909,0,0,0,0,0,0,1327489,169363710,793181,137086910,282975,83695610,36911,19464510,5852,1115510,19091223_19091227_1,110,1909,12
Northeast,12/23/1909,12/27/1909,4.391,2,0.47,0.39,0.07,0.07,173258,58894772,142977,56319312,40563,32223012,922,562212,67,44358,19091223_19091227_1,101,1909,12
Northern Rockies and Plains,12/23/1909,12/27/1909,0.595,0,0.88,0.12,0,0,92563,2257823,14626,1256193,1037,77283,0,0,0,0,19091223_19091227_1,105,1909,12
Ohio Valley,12/23/1909,12/27/1909,5.226,2,0.47,0.48,0.05,0,300600,47884740,207325,38472440,94475,23504740,2633,300940,0,0,19091223_19091227_1,103,1909,12
South,12/23/1909,12/27/1909,0.54,0,0.72,0.28,0,0,96186,3950521,41390,2129451,4997,392091,0,0,0,0,19091223_19091227_1,106,1909,12
Southeast,12/23/1909,12/27/1909,1.572,1,0.65,0.35,0,0,102855,20246990,50250,10014390,11262,3446100,0,0,0,0,19091223_19091227_1,104,1909,12
Upper Midwest,12/23/1909,12/27/1909,2.163,1,0.69,0.31,0,0,203943,23029870,111283,14579980,28906,2945380,0,0,0,0,19091223_19091227_1,102,1909,12
National,12/16/1909,12/20/1909,0,0,0,0,0,0,820847,61026932,443136,30513032,40323,1188332,4314,5472,211,114,19091216_19091220_1,110,1909,12
Northeast,12/16/1909,12/20/1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19091216_19091220_1,101,1909,12
Northern Rockies and Plains,12/16/1909,12/20/1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19091216_19091220_1,105,1909,12
Ohio Valley,12/16/1909,12/20/1909,0.016,0,1,0,0,0,58582,7517087,2181,102427,0,0,0,0,0,0,19091216_19091220_1,103,1909,12
South,12/16/1909,12/20/1909,2.89,1,0.8,0.2,0,0,407175,26621540,205250,15354140,24265,1196340,0,0,0,0,19091216_19091220_1,106,1909,12
Southeast,12/16/1909,12/20/1909,0.679,0,0.98,0.02,0,0,102471,19652464,31886,6824764,307,52914,0,0,0,0,19091216_19091220_1,104,1909,12
Upper Midwest,12/16/1909,12/20/1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19091216_19091220_1,102,1909,12
National,12/9/1909,12/15/1909,0,0,0,0,0,0,1826188,158314268,1066567,72872068,241422,16472168,23112,3326168,1095,36418,19091209_19091215_1,110,1909,12
Northeast,12/9/1909,12/15/1909,0.458,0,1,0,0,0,157373,51420620,51182,5932020,0,0,0,0,0,0,19091209_19091215_1,101,1909,12
Northern Rockies and Plains,12/9/1909,12/15/1909,2.583,1,0.69,0.25,0.06,0,440820,4681049,253963,2152749,43677,293089,2460,10026,0,0,19091209_19091215_1,105,1909,12
